filename,start,end,speaker,text,translit,audio_path,prediction_wav2vec2
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_013,55.87,61.86,ЛТ,"Та̄н музейн о̄с ёхталэ̄­гыт, ма̄н ханты ма̄хум пе̄с о̄лупсав урыл та̄нанылн потыртэ̄в.","tān muз'eejn ōs joxtalē­ɣət, mān xanti māxum p'eēs ōlupsaw urəl tānaniln potirtēw.",data/AudioCorpus/Recordings/mns_fd136af3-054f-4c7f-95e1-993cced9bff2/013_╨ó╨░_╨╜_╨╝╤â╨╖╨╡╨╕╠å╨╜_╨╛_╤ü_╤à╤é╨░╨╗.wav,TA MU JÉNUSZ JOSHTA LÉT MAN HÁNTŐMALHUNPIARS ÓLUBBSZOBÓRÓ TÁNANNUL POTRITÉL
mns_440666bf-3a02-40d8-818c-99f6e67f3573_058,217.23,220.7,ЛТ,Са̄всыр почётный грамотал ос янытлан пищмал майвес.,sāwsər poч'ojotnəj ɣramotal os janitlan p'is'mal majw'ees.,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/058_╨í╨░_╨▓╤ü╤ï╤Ç_╨┐╨╛╤ç_╤é╨╜╤ï╨╕╠å_╨│╤Ç╨░.wav,SZÁRSZÉRP A CSOTNINK RÁMATO OSSZ JANYADON PISMÓRMÁZ
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_009,27.29,30.92,ЛТ,Хо̄нтаӈ район Половинка па̄вылт тамле хо̄тпат о̄с о̄лэ̄гыт.,xōntaŋ rajon polow'inka pāwilt taml'ee xōtpat ōs ōlēɣət.,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/009_╨Ñ╨╛_╨╜╤é╨░_╤Ç╨░╨╕╠å╨╛╨╜_╨ƒ╨╛╨╗╨╛╨▓╨╕╨╜.wav,HON TAMRA JÓN PADAG INKAPÁOTT AMLI HOTTPA ÓSZOOLIIT
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_062,244.48,249.9,ЛТ,"Надежда Кузьминична ла̄выс, тав яныгмаме порат Шайтанка па̄вылт са̄всыр мир о̄лыс.","naд'eeждa kuз'm'in'iчna lāwəs, taw janiɣmam'ee porat шajtanka pāwilt sāwsər m'ər ōləs.",data/AudioCorpus/Recordings/mns_4852643b-549d-4b41-9b8f-b624aac64f1b/062_╨¥╨░╨┤╨╡╨╢╨┤╨░_╨Ü╤â╨╖╤î╨╝╨╕╨╜╨╕╤ç╨╜╨░_.wav,MEGY ÉRSDOKUZMI NYINCSNO VÁOZTAB JENÉMALMIPORAT S TE É TÁMKAPA SÁUSRNIÓ O
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_014,61.93,66.61,ЛТ,"Ёнгилыл ён­гылтыянӯв, сосса мирыт щирыл касуӈкве ханищ­тыянӯв. ","jonɣ'iləl jon­ɣiltijanuw, sossa m'irət s''irəl kasuŋkw'ee xan'is'­tijanuw.",data/AudioCorpus/Recordings/mns_fd136af3-054f-4c7f-95e1-993cced9bff2/014__╨╜╨│╨╕╨╗╤ï╨╗_╨╜_╨│╤ï╨╗╤é╤ï╤Å╨╜_╨▓_.wav,JÓN GUDJON VIÚTÉLJA NÓ SZÓLSZEMI MÍRÖTT SIRÚ KAASZUNKÉH HANNY IS TÉLYE NÓ
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_044,180.81,185.94,ЛТ,"Ма̄нь са̄лы пувуӈкве таӈхе̄­гыт ке, тыньщаӈ нёлолов ла̄кв са̄витыг со̄хтуӈкве э̄ри.","mān' sāli puwuŋkw'ee taŋx'eē­ɣət k'ee, tin's'aŋ n'ojololow lākw sāw'itəɣ sōxtuŋkw'ee ēr'i.",data/AudioCorpus/Recordings/mns_3696732f-c891-4e0b-b306-3aa88f4c3d23/044_╨£╨░_╨╜╤î_╤ü╨░_╨╗╤ï_╨┐╤â╨▓╤â_╨║╨▓╨╡.wav,MÁNY SZÁUL PÓVUNK ITTEN KÉT KIE DINCSENK NYOLOLOGVAK SZEJÉ TIS SZOKTUNK É ÉL
mns_98188aac-566e-4606-9f72-9071898149ff_047,189.24,192.26,ЛТ,Акв мо̄йт суссылтан ма̄гсыл ос норкол по̄слысӯв.,akw mōjt sussiltan māɣsəl os norkol pōslisūw.,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/047_╨É╨║╨▓_╨╝╨╛_╨╕╠å╤é_╤ü╤â╤ü╤ü╤ï╨╗╤é╨░╨╜_.wav,ÁKA MOJD SZÚSZÓTAN MAISZÓ OSZNOLKO PÓSZLU
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_008,27.84,34.42,ЛТ,Ам «Малая Сосьва» нампа заповедникыт ма̄-вит ӯргалан хо̄тпаг налыман нупыл ат та̄л рӯпитасум. ,am «malaja sos'wa» nampa зapow'eeдn'ikət mā-w'ət urɣalan xōtpaɣ naliman nupəl at tāl rup'itasum.,data/AudioCorpus/Recordings/mns_60f76664-d5fb-45c1-9a28-56f178e825dc/008_╨É╨╝_╨£╨░╨╗╨░╤Å_╨í╨╛╤ü╤î╨▓╨░_╨╜╨░╨╝╨┐.wav,A MALE-E SZÓLSZ VÖN NEM PA SC A PA ÉNYIKÖT MÁITURGOON HOTT TAJNALIMANNÓ PO ÁT TAORÓ TTITASSZUN
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_018,76.16,78.96,ЛТ,Та порат питомникыг ла̄в­нэ кол о̄лыс.,ta porat p'itomn'ikəɣ lāw­ne kol ōləs.,data/AudioCorpus/Recordings/mns_60f76664-d5fb-45c1-9a28-56f178e825dc/018_╨ó╨░_╨┐╨╛╤Ç╨░╤é_╨┐╨╕╤é╨╛╨╝╨╜╨╕╨║╤ï╨│_.wav,TA PORA TEPPI TOMNYÉKŐ ÁBNI KÓPÓZ
mns_98188aac-566e-4606-9f72-9071898149ff_026,104.37,109.22,ЛТ,Пе̄с порат ма̄хум тамле хансат ӯргалахтын ма̄гсыл ю̄нтсаныл ос щуртсаныл.,p'eēs porat māxum taml'ee xansat ūrɣalaxtən māɣsəl jūntsanəl os s'urtsanəl.,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/026_╨ƒ╨╡_╤ü_╨┐╨╛╤Ç╨░╤é_╨╝╨░_╤à╤â╨╝_╤é╨░.wav,PÉARC PORAT MÁHON PEMLI HENSZETT URGALVATTAN MAI SZÓ JÓSZANÓ OSZT SURT SZÁ
mns_440666bf-3a02-40d8-818c-99f6e67f3573_044,159.32,160.86,ЛТ,Пыге акваг юв та ӯрыстэ.,piɣ'ee akwaɣ juw ta ūriste.,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/044_╨ƒ╤ï╨│╨╡_╨░╨║╨▓╨░╨│_╤Ä╨▓_╤é╨░_╤â_╤Ç.wav,BŰJALKON JÚTA ÓRÜSZT
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_018,83.25,86.99,ЛТ,"Сов хумус тынтлаӈкве э̄ри, ма̄навн суссылтас. ","sow xumus tintlaŋkw'ee ēr'i, mānawn sussiltas.",data/AudioCorpus/Recordings/mns_fd136af3-054f-4c7f-95e1-993cced9bff2/018_╨í╨╛╨▓_╤à╤â╨╝╤â╤ü_╤é╤ï╨╜╤é╨╗╨░_╨║╨▓╨╡.wav,SZÁLU SZÓHÓMUSZ TINT VAN KRIÉRI MÁRNEM SZÓSZÓTASZ
mns_98188aac-566e-4606-9f72-9071898149ff_035,147.5,149.6,ЛТ,"Хо̄тал, э̄тпос, сэ̄рипосыт по̄слысыт.","xōtal, ētpos, sēr'iposət pōslisət.",data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/035_╨Ñ╨╛_╤é╨░╨╗_╤ì_╤é╨┐╨╛╤ü_╤ü╤ì_╤Ç╨╕╨┐.wav,OTA LÉTT POS SZEPOSSZ PORSZMULS
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_058,209.77,215.15,ЛТ,Са̄лтатыт ты то̄слым тэ̄нутын исум вит со̄се̄гыт ос та̄ра исмит тэ̄ӈкве ве̄рме̄гыт.,sāltatət ti tōsləm tēnutən isum w'ət sōs'eēɣət os tāra ism'ət tēŋkw'ee w'eērm'eēɣət.,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/058_╨í╨░_╨╗╤é╨░╤é╤ï╤é_╤é╤ï_╤é╨╛_╤ü╨╗╤ï╨╝.wav,SZATTÁTÍTTŰ TOSZLŰM TÉNUTON ISZON-ZÍTSZÓSZ ÉT A SZPÁRA IS MITTÉN KÜVÉRMIIT
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_033,115.95,119.9,ЛТ,"Ке̄р па̄нкан пара­фин со̄сэ̄г, тамле исвещка хоса тэ̄г.","k'eēr pānkan para­f'ən sōsēɣ, taml'ee isw'ees'ka xosa tēɣ.",data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/033_╨Ü╨╡_╤Ç_╨┐╨░_╨╜╨║╨░╨╜_╨┐╨░╤Ç╨░_╤ä╨╕.wav,KÉR PANKAN PARA FIN SZÓSZÍ TEM LISVICSKA HOSZA DÉIJ
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_028,110.09,114.54,ЛТ,Ты э̄лы-па̄лт тамле ӯй «Малая Сосьва» ма̄т щар ат ва̄щиньтасӯв.,ti ēli-pālt taml'ee uj «malaja sos'wa» māt s'ar at wās''in'tasuw.,data/AudioCorpus/Recordings/mns_60f76664-d5fb-45c1-9a28-56f178e825dc/028_╨ó╤ï_╤ì_╨╗╤ï_╨┐╨░_╨╗╤é_╤é╨░╨╝╨╗╨╡_.wav,TIALIPATT AMELI A ÚJ MALAÉ SZÓJSZÓLMÁT SE LETVÁJS INTASZÓ
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_023,105.68,109.62,ЛТ,Пе̄с порат тамле ут Тромаган ма̄т о̄лнэ ханты о̄щсыт.,p'eēs porat taml'ee ut tromaɣan māt ōlne xanti ōs'sət.,data/AudioCorpus/Recordings/mns_fd136af3-054f-4c7f-95e1-993cced9bff2/023_╨ƒ╨╡_╤ü_╨┐╨╛╤Ç╨░╤é_╤é╨░╨╝╨╗╨╡_╤â╤é_.wav,PÉNCPORATTAM ÜLŰ ÚTTRA MEG LÁNNATÓNŐ HÁMTŐ VÓS SÖT
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_024,95.21,99.26,ЛТ,"Та̄н Ма̄нь Та̄гт я̄т, Конда я̄т ос Эсс я̄т о̄лэ̄гыт. ","tān mān' tāɣt jāt, konдa jāt os ess jāt ōlēɣət.",data/AudioCorpus/Recordings/mns_60f76664-d5fb-45c1-9a28-56f178e825dc/024_╨ó╨░_╨╜_╨£╨░_╨╜╤î_╨ó╨░_╨│╤é_╤Å_╤é.wav,TA NMÁINYTEKDIÁ KONDAIAT OSZT ÖJSZIE TOLÉT
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_061,225.15,228.58,ЛТ,То̄нт тот от камки до камакана нампа мӯйлын хо̄тал о̄лыс. ,tōnt tot ot kamk'i дo kamakana nampa mujlən xōtal ōləs.,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/061_╨ó╨╛_╨╜╤é_╤é╨╛╤é_╨╛╤é_╨║╨░╨╝╨║╨╕_╨┤.wav,TONT HÁT KÁMKIDÖKE MA KÁNENNEM P A MUNL HOD OLÓZ
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_011,42.7,49.54,ЛТ,Ты та̄л па̄влыӈ а̄гирищит ом пыгрищит Ӯринэ̄ква хо̄тал ос Ворщик хо̄тал янытлаӈкве во̄выгласа­нӯв.,ti tāl pāwləŋ āɣ'ir'is''ət om piɣr'is''ət ur'inēkwa xōtal os wors''ək xōtal janitlaŋkw'ee wōwiɣlasa­nuw.,data/AudioCorpus/Recordings/mns_fd136af3-054f-4c7f-95e1-993cced9bff2/011_╨ó╤ï_╤é╨░_╨╗_╨┐╨░_╨▓╨╗╤ï_╨░_╨│╨╕╤Ç.wav,TI TÁÓ PAHUNGÁÉRISÍTHOS PÖRISITT ÚJRINNÉLKVAA VÓTÓ HOZ BURSSUK HÓTAÚJ JANNÉTVANKŰA BÓVÖGLÖSZEM
mns_98188aac-566e-4606-9f72-9071898149ff_063,247.99,250.94,ЛТ,Ос ты хосыт Хо̄н­таӈ район янытыл яласэ̄гыт.,os ti xosət xōn­taŋ rajon janitəl jalasēɣət.,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/063_╨₧╤ü_╤é╤ï_╤à╨╛╤ü╤ï╤é_╨Ñ╨╛_╨╜_╤é╨░_.wav,MOST TIHHORSZ JÜTT CONTANGRA I JON JANÖTŐ JAVASZÉ
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_065,260.03,262.37,ЛТ,Ханты нэ̄ ща̄нь ла̄тӈе о̄с ат ва̄гтэ. ,xanti nē s'ān' lātŋe ōs at wāɣte.,data/AudioCorpus/Recordings/mns_4852643b-549d-4b41-9b8f-b624aac64f1b/065_╨Ñ╨░╨╜╤é╤ï_╨╜╤ì_╤ë╨░_╨╜╤î_╨╗╨░_╤é_.wav,HÁN TINNÉ IS JAJNYÚL LÁTNIA ÓCATVA ETTI
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_053,198.15,201.31,ЛТ,Павел Кириллович во̄р та̄л о̄луӈкве щар ат вēрми.,paw'eel k'ir'illow'əч wōr tāl ōluŋkw'ee s'ar at wērm'i.,data/AudioCorpus/Recordings/mns_60f76664-d5fb-45c1-9a28-56f178e825dc/053_╨ƒ╨░╨▓╨╡╨╗_╨Ü╨╕╤Ç╨╕╨╗╨╗╨╛╨▓╨╕╤ç_╨▓╨╛_.wav,PAJJÓKIRI UI VICS VORTA VÓLUNK ISERATŰHÉRNYI
mns_98188aac-566e-4606-9f72-9071898149ff_009,42.58,46.44,ЛТ,Ань кӯщаиг тот Александра Владимировна Ефимова о̄лы.,an' kūs'aəɣ tot al'eeksanдra wlaд'im'irowna ef'imowa ōli.,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/009_╨É╨╜╤î_╨║╤â_╤ë╨░╨╕╨│_╤é╨╛╤é_╨É╨╗╨╡╨║.wav,ÁNNY KÚSIÍTOTT ALIK SZÁNDRE AGA GYÍMYARAMNAI FIMOHO POG
mns_98188aac-566e-4606-9f72-9071898149ff_043,179.31,180.6,ЛТ,Пе̄с порат тох о̄лыс.,p'eēs porat tox ōləs.,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/043_╨ƒ╨╡_╤ü_╨┐╨╛╤Ç╨░╤é_╤é╨╛╤à_╨╛_╨╗╤ï╤ü.wav,PISSZ PARADTO HÓZ
mns_98188aac-566e-4606-9f72-9071898149ff_075,290.28,294.92,ЛТ,"Нина Степановна Цехнова ты рӯпатан хунь вуйхатас, районув янытыл яласас.","n'ina st'eepanowna ц'eexnowa ti rūpatan xun' wujxatas, rajonuw janitəl jalasas.",data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/075_╨¥╨╕╨╜╨░_╨í╤é╨╡╨┐╨░╨╜╨╛╨▓╨╜╨░_╨ª╨╡╤à╨╜.wav,NYINASZTYI PÁNNATSZAK NÓOTI RÓPATAN HONY BÚJHATASZTA A JONÓVJANÉTŐ AVASZ
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_052,243.55,249.53,ЛТ,"Та̄н ансамбляныл ва̄тихал са̄всыр ӯсытн, па̄влытн э̄ргуӈкве, йӣквуӈкве ань во̄выглавет.","tān ansamбl'ajanəl wāt'ixal sāwsər usitn, pāwlitn ērɣuŋkw'ee, jīkwuŋkw'ee an' wōwiɣlaw'eet.",data/AudioCorpus/Recordings/mns_fd136af3-054f-4c7f-95e1-993cced9bff2/052_╨ó╨░_╨╜_╨░╨╜╤ü╨░╨╝╨▒╨╗╤Å╨╜╤ï╨╗_╨▓╨░_.wav,TENNEN SZÁMLENNÓL VÁTYAKAL SZÁSZJÓ ÚSZON PÁON ERUGUNKI ÉKUNKI ÁNYÚVÓÓVUDLA ÖT
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_051,183.04,187.33,ЛТ,Акв порат ма̄н палтув Мортка па̄вылт о̄лнэ нэ̄ хо̄тпат ёхталасыт.,akw porat mān paltuw mortka pāwilt ōlne nē xōtpat joxtalasət.,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/051_╨É╨║╨▓_╨┐╨╛╤Ç╨░╤é_╨╝╨░_╨╜_╨┐╨░╨╗╤é╤â.wav,ÁK PORRAD MANTOTÓ MORT KAPVOTOLNÉ NÉHOTPAI OHTA LALSZETT
mns_440666bf-3a02-40d8-818c-99f6e67f3573_024,91.49,94.53,ЛТ,"Ань тай ат номилум, манса̄вит та̄л а̄щув хо̄нтлас.","an' taj at nom'ilum, mansāw'ət tāl ās'uw xōntlas.",data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/024_╨É╨╜╤î_╤é╨░╨╕╠å_╨░╤é_╨╜╨╛╨╝╨╕╨╗╤â╨╝_╨╝.wav,ÁNYTEI ERT NOMILÓMAN SÁRI TÁHOL ÁJSUH HÓNTLO
mns_98188aac-566e-4606-9f72-9071898149ff_092,360.67,363.46,ЛТ,Ты кастыл ма̄н ос са̄всыр суссылтапыт ва̄рыгласӯв.,ti kastəl mān os sāwsər sussiltapət wāriɣlasūw.,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/092_╨ó╤ï_╨║╨░╤ü╤é╤ï╨╗_╨╝╨░_╨╜_╨╛╤ü_╤ü╨░.wav,TIKÁSZTOMMAN FELSZÉLSZÚSZÓTA  PÁRUGBA SZÓ
mns_440666bf-3a02-40d8-818c-99f6e67f3573_013,51.06,53.45,ЛТ,Ща̄нюв такке̄т ня̄враманэ ёт хультыс.,s'ān'ujuw takk'eēt n'ajāwramane jot xul'təs.,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/013_╨⌐╨░_╨╜╤Ä╨▓_╤é╨░╨║╨║╨╡_╤é_╨╜╤Å_╨▓╤Ç.wav,SÁNYÚDT EGY KIATNYIE AVRA MENÉJÖTT HULTÖSZ
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_050,180.43,182.83,ЛТ,Ма̄шина лап-пантуӈкве сака ёмас. ,māш'ina lap-pantuŋkw'ee saka jomas.,data/AudioCorpus/Recordings/mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d/050_╨£╨░_╤ê╨╕╨╜╨░_╨╗╨░╨┐_╨┐╨░╨╜╤é╤â_╨║╨▓.wav,MA SUNALLAPPANTÜNKI SZEKEI JÓLMASZ
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_018,57.24,61.57,ЛТ,"Наталья бухгалтерыг тот рӯпиты, Олеся - ня̄врамыт ӯргалан колт.","natal'ja бuxɣalt'eerəɣ tot rup'iti, ol'ees'aja - n'ajāwramət urɣalan kolt.",data/AudioCorpus/Recordings/mns_4852643b-549d-4b41-9b8f-b624aac64f1b/018_╨¥╨░╤é╨░╨╗╤î╤Å_╨▒╤â╤à╨│╨░╨╗╤é╨╡╤Ç╤ï╨│_.wav,NE TÁNLION MUHAOTJA ÚJ TUTT RÚPÍTI MA JLÉSJE NYÁVAR A MATÓRGALOMKOLT
mns_440666bf-3a02-40d8-818c-99f6e67f3573_047,168.66,175.36,ЛТ,Ам со̄тыра онтолов са̄т хо̄тпа нупыл хо̄тыт та̄лыт Лӯи Ня̄рихумит па̄вылн рӯпи­таӈкве ёхтысум.,am sōtira ontolow sāt xōtpa nupəl xōtət tālət lūi n'ajār'ixum'ət pāwiln rup'i­taŋkw'ee joxtisum.,data/AudioCorpus/Recordings/mns_440666bf-3a02-40d8-818c-99f6e67f3573/047_╨É╨╝_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓_╤ü.wav,ÁM SZÓTOROA ON TOHOSSZÁT A HOTT PONNUPOK HÓT ITT TAHOTT LUJ NYERI HULMIT PÁOM RUPÍTENKI JOSHTŰSZUM
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_037,148.92,153.11,ЛТ,"Тав па̄х­втуӈ­кве сака ёмащакве ве̄рми, нас лю̄ль­саӈ ва̄рим са̄г­рап вис.   ","taw pāx­wtuŋ­kw'ee saka jomas'akw'ee w'eērm'i, nas l'ujūl'­saŋ wār'əm sāɣ­rap w'əs.",data/AudioCorpus/Recordings/mns_3696732f-c891-4e0b-b306-3aa88f4c3d23/037_╨ó╨░╨▓_╨┐╨░_╤à_╨▓╤é╤â_╨║╨▓╨╡_╤ü╨░╨║.wav,TAL PAHTUNKIA SZAKAY JOMÖSEKÉ GÉRMIJÖN ASZT LYUJSZONÓ VÁRIM SZÁJRA PULIS
mns_98188aac-566e-4606-9f72-9071898149ff_042,176.29,178.95,ЛТ,Ты халт культураныл урыл ла̄тыӈ ла̄ве̄в.,ti xalt kul'turanəl urəl lātəŋ lāw'eēw.,data/AudioCorpus/Recordings/mns_98188aac-566e-4606-9f72-9071898149ff/042_╨ó╤ï_╤à╨░╨╗╤é_╨║╤â╨╗╤î╤é╤â╤Ç╨░╨╜╤ï╨╗_.wav,CIHHA OTT KULTÚRONUL ÓRUL VÁDON OLA ÁGIA
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_020,97.15,102.32,ЛТ,"Тыт ань яныгхо̄тпат ос ма̄ньлат ма̄хум акван-хо̄нтхатэ̄гыт, халанылт.","tit an' janiɣxōtpat os mān'lat māxum akwan-xōntxatēɣət, xalanilt.",data/AudioCorpus/Recordings/mns_fafddecd-cba3-48ad-bc8d-361d3219331a/020_╨ó╤ï╤é_╨░╨╜╤î_╤Å╨╜╤ï╨│╤à╨╛_╤é╨┐╨░╤é_.wav,KITTEIM ILYENUHA ÁTTODT OZT MÖLGLÁNTMÁHON AFONN HARXA TÉVIT HAVANDULT
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_011,44.55,50.14,ЛТ,"Тав со̄тыра онтоловса̄т хо̄тпан нупыл о̄выл та̄л мус рӯпитас, тувыл лап-пантвес. ","taw sōtira ontolowsāt xōtpan nupəl ōwəl tāl mus rup'itas, tuwəl lap-pantw'ees.",data/AudioCorpus/Recordings/mns_60f76664-d5fb-45c1-9a28-56f178e825dc/011_╨ó╨░╨▓_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓╤ü.wav,TE A SZÓTORA ÓNTOHOSSZÁT HOTT A NÓTÓ ÓVÓTÁL MUSÓUPITÖT TUHO NAPPAN KÖSSZ
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_036,171.11,174.35,ЛТ,Тот кит ма̄ньщи сахииг суссылтавесы̄г.,tot k'ət mān's''i sax'iəɣ sussiltaw'eesə̄ɣ.,data/AudioCorpus/Recordings/mns_fafddecd-cba3-48ad-bc8d-361d3219331a/036_╨ó╨╛╤é_╨║╨╕╤é_╨╝╨░_╨╜╤î╤ë╨╕_╤ü╨░╤à╨╕.wav,TÖTD KIT MANCS SE HÍJŰ SZÓSTOTTE ÉSSZÜH
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_013,42.54,50.64,ГД,Кит со̄тыра онтоловхуйплов та̄лт Санкт-Пе­тер­бург яныг ӯст кина по̄с­лын нампа институтта ха­нищтахтасум.,k'ət sōtira ontolowxujplow tālt sankt-p'ee­t'eer­бurɣ janəɣ ust k'ina pōs­lən nampa inst'itutta xa­n'is'taxtasum.,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/013_╨Ü╨╕╤é_╤ü╨╛_╤é╤ï╤Ç╨░_╨╛╨╜╤é╨╛╨╗╨╛╨▓╤à.wav,KIV SZÓTOR ONTOVÓG HÚLJ TUF TÁFT SZAM PITYORÚ BURK JÖNŐ ÚSZT KÍNAP OSZLOM NAMPOINSTJŰ TUDTA HANNYISTAHTOSZU
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_025,99.65,104.77,ГД,Ам спе­циальностюм «ин­фор­мационные сис­темы и програм­мирование» ла̄­ваве. ,am sp'ee­ц'ial'nost'ujum «in­for­maц'ionnəe s'is­t'eemi i proɣram­m'irowan'əe» lā­waw'ee.,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/025_╨É╨╝_╤ü╨┐╨╡_╤å╨╕╨░╨╗╤î╨╜╨╛╤ü╤é╤Ä╨╝_╨╕.wav,AMSZ PICE ÁLNÉZTYUM HINT FOROM AT SZÓN ÉS IS TILYEMA-IPROGREMÍROVANNYIE -HOVÁVAJA
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_044,173.45,178.93,ГД,Ётылнув Герцен нампа лӯима̄ институтна минуӈкв номсахтуӈкве патсум.,jotilnuw ɣ'eerц'een nampa luimā inst'itutna m'inuŋkw nomsaxtuŋkw'ee patsum.,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/044__╤é╤ï╨╗╨╜╤â╨▓_╨ô╨╡╤Ç╤å╨╡╨╜_╨╜╨░╨╝╨┐╨░.wav,JATONÓFGÉRCEN NAM PALÓJU MA INTY TUNA MINDUNTKÓ NOMSZOHTON KŐÉP PATSU
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_010,50.16,53.73,ГД,Та̄н ма̄н о̄лупсав ма̄гыс ёмас ва̄рмалит ва̄рēгыт.,tān mān ōlupsaw māɣəs jomas wārmal'ət wārēɣət.,data/AudioCorpus/Recordings/mns_d168849d-d7c0-4256-b9ce-f807ed00c58c/010_╨ó╨░_╨╜_╨╝╨░_╨╜_╨╛_╨╗╤â╨┐╤ü╨░╨▓_╨╝.wav,TÁNMANÓB SZOMAJS JOMOSZVARMALITVA RÉ T
mns_d75ef925-709f-4a33-9f1a-046a659a4077_034,97.64,99.69,ГД,Ма̄н ищхӣпыӈ ма̄т хасхатэ̄в.,mān is'xīpəŋ māt xasxatēw.,data/AudioCorpus/Recordings/mns_d75ef925-709f-4a33-9f1a-046a659a4077/034_╨£╨░_╨╜_╨╕╤ë╤à_╨┐╤ï_╨╝╨░_╤é_╤à╨░╤ü.wav,MA IBŐN MADHAZHATŐ
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_017,75.25,78.04,ГД,Астлан порат ам кина по̄слы­сум.,astlan porat am k'ina pōsli­sum.,data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/017_╨É╤ü╤é╨╗╨░╨╜_╨┐╨╛╤Ç╨░╤é_╨░╨╝_╨║╨╕╨╜╨░.wav,AZT VAND PORAT AMI KINOPP  BOS LÚSZUM
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_039,148.94,155.31,ГД,"Ма̄нь пора та̄­гыл музеит хӯнтласум, хумус са̄в мирыт Урал ма̄ янытыл о̄лсыт. ","mān' pora tā­ɣəl muз'eeət xuntlasum, xumus sāw m'irət ural mā janitəl ōlsət.",data/AudioCorpus/Recordings/mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362/039_╨£╨░_╨╜╤î_╨┐╨╛╤Ç╨░_╤é╨░_╨│╤ï╨╗_╨╝╤â.wav,MANYPORA TÁJÓ MOZÉIT UNTLÓSZUM HUMUSZAMIRÜTT RAU MA JANTU OSZUT
