filename,start,end,speaker,text
mns_98188aac-566e-4606-9f72-9071898149ff_005,21.250,28.250,ЛТ,"Кондинский па̄вылт о̄лум нэ̄ Нина Степановна Цехнова пе̄с нэ̄пакыт, хурит, пормасытса̄в та̄л сыс акван-атсанэ."
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_038,153.810,159.980,ЛТ,"Са̄лы ӯрнэ ма̄хманув нё̄р­ныл на̄лув хунь ва̄г­лэ̄­гыт, та̄н Саран­па̄выл ляпат са̄лыяныл о̄ньщия­ныл."
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_031,118.250,122.990,ЛТ,"А̄гиянме̄н Ха̄ль­ӯсн во̄вавеме̄н, тувыл ме̄н тыт о̄луӈкве ханьщув­ласме̄н."
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_006,20.550,25.070,ЛТ,Ха̄льӯс район янытыл туп Саранпа̄выл ня̄вра­мыт сосса ма̄хум щирыл касэ̄гыт.
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_005,14.060,16.670,ЛТ,"Мӯйлуӈкве ёхтыс, о̄луӈкве хультыс."
mns_98188aac-566e-4606-9f72-9071898149ff_053,208.360,213.780,ЛТ,Акв порат Кондинский па̄вылт о̄лнэ культура колт мо̄йтанув суссылтаӈ­кве во̄выглавесӯв.
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_019,90.460,97.090,ЛТ,"Ос пе̄с йис о̄лупса ма̄гыс сыманыл ща̄рге̄гыт, акван-нё̄тха­тым са̄в э̄рнэ тэ̄лат ва̄­ре̄гыт. "
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_025,99.620,101.320,ЛТ,Анта̄тра тай мощща.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_045,160.940,164.250,ЛТ,"Ты юи-па̄лт тав хоса аты о̄лыс, а̄тимыг е̄мтыс."
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_044,207.790,210.230,ЛТ,Во̄рт о̄луӈкве ань сака ат ка̄саще̄гум.
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_022,101.770,105.440,ЛТ,Ам нэ̄квет ёт ханты ла̄тӈыл ла̄внэ рок ю̄нтсум.
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_046,189.260,193.490,ЛТ,"Яныг са̄лы ма̄гсыл сатхуйплов, хус ла̄квыт са̄витыг со̄хтаве. "
mns_98188aac-566e-4606-9f72-9071898149ff_007,31.530,35.540,ЛТ,Кит со̄тыр аквхуйплов та̄л ты кол тав наме̄тыл майвес.
mns_98188aac-566e-4606-9f72-9071898149ff_059,232.350,233.710,ЛТ,Мо̄т рӯпатаныл урыл.
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_056,218.170,221.240,ЛТ,Тот рӯпитым о̄лнэ колыл са̄ртынув май­ве̄сыт.
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_013,64.410,69.360,ЛТ,"Халанувт потыртэ̄в, суссылтапанув акван-нё̄тхатым ва̄риянӯв."
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_021,85.610,91.450,ЛТ,"«Конда-Сось­винс­кий заповедник» рӯпитаӈкве хунь по̄йтыс, ты во̄руит а̄латы пуссын алвēсыт."
mns_98188aac-566e-4606-9f72-9071898149ff_085,333.900,336.950,ЛТ,"Таи ёмас, Хо̄нтаӈ район янытыл о̄лнэ ня̄врамыт."
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_037,174.420,179.560,ЛТ,Ха̄льус район Кульпам па̄вылт о̄лум ма̄ньщи нэ̄г тэ̄н ю̄нтыгласэ̄г.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_062,232.570,236.150,ЛТ,Ялпыӈ хо̄талыт о̄лыглан порат о̄с акваг во̄выглаве.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_039,144.230,146.240,ЛТ,Ты юи-па̄лт а̄ӈке палт минасӯв.
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_059,215.180,220.230,ЛТ,Ты пора сыс ма̄хманув хо̄т са̄т ма̄нь хӯрысовыт тамле то̄сам тэ̄нутыл пинсыт.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_007,27.080,31.600,ЛТ,Тав Йильпи па̄вылт самын патыс. Пе̄с порат Ярлиныт пуссын та па̄вылт о̄лсыт.
mns_98188aac-566e-4606-9f72-9071898149ff_102,401.770,405.350,ЛТ,Ос ётыл та̄нки са̄в пе̄с открыткат музейн тотсыт.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_062,232.020,234.910,ЛТ,Ос Победа хо̄талт таве акваг ка̄стыяныл. 
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_007,21.890,23.940,ЛТ,Ос ты яныг нё̄тмил ва̄ре̄гыт. 
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_015,67.120,69.800,ЛТ,Заповедник во̄руит ӯргалан ма̄гсыл ва̄рвес.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_065,242.570,246.090,ЛТ,Мо̄т сосса ма̄хум ёт Вит­хон нупыл по̄йкщи.   
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_036,133.490,138.060,ЛТ,"Тувыл ома­гум-а̄тягум Шайтанкан ва̄нт­ласы̄г, ам тыт самын патсум. "
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_002,2.560,9.210,ЛТ,Cоветский ӯст о̄лнэ ма̄ньщи хум Павел Кириллович Дунаев ӯсыӈ мирн ёмащакв ва̄е ос янытлаве.
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_022,90.510,94.510,ЛТ,Тыньщаӈ тай ёмащакве ре̄пыг­тасыт ос са̄грап хосан вущ­касасыт. 
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_050,208.500,211.250,ЛТ,Рӯпитаме па̄сныл хус та̄лэ хунь то̄влыс.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_055,203.590,206.380,ЛТ,Нё̄тнэ ма̄-вит по̄слым во̄рт яласы.
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_035,165.320,169.320,ЛТ,Каӈканум ма̄-во̄й но̄х-винэ компаният вахта щирыл рӯпитэ̄гыт.
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_022,71.540,75.630,ЛТ,Половинка па̄вылт ма̄н нилахуйплов нэ̄ хо̄тпа ты рӯпата ва̄ре̄в.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_036,130.850,133.000,ЛТ,Ма̄н па̄влувт акв ӯсхулы о̄лыс.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_019,73.890,77.330,ЛТ,"Мис посуӈкве минэ̄гум, ягпыгум ос э̄щум ёт выгагум."
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_013,41.520,44.380,ЛТ,Надежда Степановна Члек тот пуӈктоты.
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_023,75.710,80.580,ЛТ,Ты пора сыс яныг са̄т налыман нупыл а̄т ӯсмат хо̄нтлан ма̄н ке̄т­сӯв.
mns_98188aac-566e-4606-9f72-9071898149ff_069,268.690,272.770,ЛТ,Ётыл ма̄н ос хо̄нтаӈ ма̄ о̄тыранэ нампа проект-нэ̄пак хассӯв.
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_001,0.000,2.000,ЛТ,Па̄влыӈ ма̄хум ӯсма саге̄гыт.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_025,94.870,97.990,ЛТ,"Пищмал ке̄твесӯв, рущ ла̄тӈыл похорон­каг ла̄ввес. "
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_050,233.820,237.490,ЛТ,"Э̄ргуӈкве, йӣквуӈкве ханты нэ̄ о̄с сака ёмащакве ха̄сы."
mns_98188aac-566e-4606-9f72-9071898149ff_058,227.270,232.100,ЛТ,"Олныл аты майвесӯв, улпыл, нэ̄пакув мо̄т щирыл хан­суӈкве тах э̄ри. "
mns_440666bf-3a02-40d8-818c-99f6e67f3573_046,164.440,167.850,ЛТ,Ащум война юи-па̄лт во̄раим ос хӯл алыщлым о̄лыс. 
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_035,166.660,171.050,ЛТ,Акван-атхатыглам ма̄­хум сахит сунсыг­лым ё̄мыгтасыт.
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_015,57.210,62.980,ЛТ,Та̄н каснэ колн са̄лыӈ сун ӯлтта поргуӈ­кве ос акв ма̄ныл э̄лаль поргуӈкве ёхталэ̄гыт. 
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_026,110.040,113.050,ЛТ,Ня̄врама­ныл ма̄гсыл ёмас тынь­щаӈ та̄нки ва̄ре̄гыт. 
mns_98188aac-566e-4606-9f72-9071898149ff_023,94.890,97.690,ЛТ,"Ань та̄н ва̄гыт, ка̄сыӈ ханса такви нам о̄ньщи."
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_003,7.950,11.700,ЛТ,"Та̄н са̄всыр маснут ю̄нтэ̄гыт, исвещаӈ па̄нкат ва̄ре̄гыт."
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_012,60.160,64.370,ЛТ,"Ты тэ̄ла ва̄руӈ­кве нас хунь, китыглахтын ла̄тыӈ са̄в о̄лы."
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_026,91.070,95.470,ЛТ,Ты та̄л ма̄ньполь э̄т­пос китыт хо̄талэ̄т нилыт апыгрищме̄н самын па­тыс. 
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_004,11.940,17.870,ЛТ,"Тав ма̄ньщи газетав ма̄гсыл такви рӯпататэ, о̄лупсатэ ос рӯтанэ урыл потыртас."
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_003,7.270,11.670,ЛТ,Руссинская па̄вылт Александр Ядрошников нампа музейт рӯпиты.
mns_98188aac-566e-4606-9f72-9071898149ff_051,203.580,205.960,ЛТ,Тох моляхнув па̄лтыглахтуӈкве ро̄выс.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_006,21.210,23.800,ЛТ,Во̄руит урыл са̄в пӯмащ потыр ва̄г. 
mns_fd136af3-054f-4c7f-95e1-993cced9bff2_025,115.680,121.300,ЛТ,"Ам рӯпитаӈкве хунь о̄вылтахтасум, то̄нт ты турло̄пс урыл са̄в­сыр нэ̄пакыт ловиньтасум."
mns_98188aac-566e-4606-9f72-9071898149ff_044,180.790,184.220,ЛТ,"Ягпыгыг о̄лсы̄г, ос акв ягпыг хотталь ке щалтыс."
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_041,166.970,170.990,ЛТ,Ня̄врамыт са̄лыт вос ка̄салэ̄гыт ос са̄лыт тынь­щаӈыл вос ре̄пыг­тэ̄гыт.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_026,98.420,101.250,ЛТ,"Тот хансым о̄лыс,а̄щуы хо̄нтыт порславес."
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_017,72.570,76.120,ЛТ,Ты ӯй са̄в­малтан ма̄гсыл ма̄-вит ӯргалан ма̄ рӯпитас. 
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_033,156.710,162.030,ЛТ,"Саран нэ̄т мольща­ӈыл о̄лэ̄гыт, та̄н маснута­ныл о̄с суссылтыянӯв."
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_001,0.000,2.340,ЛТ,Во̄руит урыл са̄в тэ̄ла ва̄г.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_016,69.820,72.510,ЛТ,То̄нт ты ма̄т витуй сака мощща о̄лыс.
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_060,220.300,225.050,ЛТ,Надежда Степановна ёт ам о̄йттур э̄тпост Половинка па̄вылт хо̄нт­хатыгласум.
mns_98188aac-566e-4606-9f72-9071898149ff_061,236.620,243.370,ЛТ,Ханты-Мансийск ӯст о̄лнэ ма̄-вит ос э̄лумхо̄лас нампа музейт рӯпитан ма̄хум ёт ёмщакв ва̄йхатэ̄в.
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_068,251.760,254.860,ЛТ,Ма̄ньлат нэ̄г о̄лме порат Половинка па̄вылн ня̄врамыт.
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_031,127.110,131.050,ЛТ,"Мо̄танэ вущка­сылн, по̄хын тотаве, мо̄т ма̄т ёл та-паты."
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_032,123.110,125.840,ЛТ,Мо̄т ма̄н ва̄нт­луӈкве ат ка̄са­щи­ме̄н. 
mns_98188aac-566e-4606-9f72-9071898149ff_057,225.450,227.110,ЛТ,Ос касылын ке̄тыгласлӯв.
mns_98188aac-566e-4606-9f72-9071898149ff_001,0.000,2.700,ЛТ,Та̄н хо̄нтаӈ ма̄ньщит мӯтраныл урыл потыртэ̄гыт.
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_016,78.550,81.560,ЛТ,То̄ваныл ма̄нти музеювт о̄лэ̄гыт.
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_004,16.950,20.640,ЛТ,Меховая одежда Среднего Приобья.
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_006,17.310,19.420,ЛТ,О̄йкам Тугияны па̄­вылныл о̄лы. 
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_030,122.360,126.900,ЛТ,"Та̄н пуссын аквхурипат кос, тувыл акватэ сохтыл мины, э̄лн рагаты."
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_046,177.610,180.980,ЛТ,"Янгыг хунь е̄мтсӯв, э̄лаль ханищтахтуӈкве минасӯв."
mns_440666bf-3a02-40d8-818c-99f6e67f3573_003,9.670,14.290,ЛТ,Та тӯя порат ам Лӯи Ня̄рихумит па̄вылн рӯпатам щирыл ялсум.
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_009,28.800,32.610,ЛТ,Ты э̄лы-па̄лт тав Ханты-Мансийск ӯст воспитате­лиг ханищтахтас.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_061,229.530,232.470,ЛТ,Ты коныпал тав пēс йис ва̄рмалит ва̄нэ хо̄тпа.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_032,117.980,122.290,ЛТ,Со̄тыра онтолов са̄т атпа нупыл а̄тыт та̄лыт юв ёхтыс.
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_047,181.130,184.310,ЛТ,Светлана яныг увщим учитель-хо̄тпаг ханищтахтас.
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_015,48.120,51.450,ЛТ,Ос ме̄н палтуме̄н Арина увщим апыгрище яныгмас.
mns_98188aac-566e-4606-9f72-9071898149ff_046,187.120,189.040,ЛТ,Апыгрищанэ янмалтасанэ.
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_019,75.840,82.120,ЛТ,"Каснэ колув а̄ти сака яныг, акв торыг са̄в ня̄в­рам са̄лыӈ сун ӯлтта пор­гуӈ­кве ат ве̄рме̄гыт."
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_010,51.340,56.090,ЛТ,"Пормасыт акван-атнэ хо̄тпат, та̄наныл йильпииг щё̄питан ма̄хум."
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_023,94.830,101.200,ЛТ,Юи-о̄выл та̄лытт то̄ва командат тыньщаӈ ла̄п­кат ёвтэ̄гыт ос ка­сылын тамле ут ёт ёхта­лэ̄гыт. 
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_023,110.980,114.510,ЛТ,Тав доктор истори­ческих наук намыл маим о̄лы.
mns_98188aac-566e-4606-9f72-9071898149ff_078,304.930,307.200,ЛТ,Ты музей-кол ва̄рум хо̄тпа номаве.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_060,223.840,229.520,ЛТ,Ка̄тыл ва̄­рум пормасанэ Совет­с­кий ос Югорск ӯсыгт о̄л­нэ музеигн акваг мӯй­луптыянэ.
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_027,113.270,116.870,ЛТ,Ань акв тыньщаӈ ват со̄тыра арыкем солко̄ви тынэ.
mns_98188aac-566e-4606-9f72-9071898149ff_010,46.660,52.280,ЛТ,Тав ётэ хо̄нтхатыгламум порат рӯпатаныл урыл китыгласум. Тав таи потыртас.
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_008,24.060,27.120,ЛТ,Ты сымыӈ хо̄тпа рущ ла̄тӈыл волонтё­рыг ла̄вавет.
mns_fafddecd-cba3-48ad-bc8d-361d3219331a_039,184.260,187.280,ЛТ,Ос э̄лумхо̄лас музейт ре̄тыӈ ю̄свой э̄тпос.
mns_98188aac-566e-4606-9f72-9071898149ff_062,243.760,247.580,ЛТ,Та̄н про Югру открытые исследования нампа проект хассыт.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_056,206.550,209.770,ЛТ,Хурит по̄слан ма̄гсыл ёмас фотоаппарат ёвтыс. 
mns_440666bf-3a02-40d8-818c-99f6e67f3573_056,210.130,212.050,ЛТ,Ань ты мус тот хо̄т тотыглавет.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_042,160.860,163.800,ЛТ,"Ос ха̄йтнут ке тув ёхты, тӯлмах хот-ня̄влытэ."
mns_3696732f-c891-4e0b-b306-3aa88f4c3d23_011,42.730,48.750,ЛТ,Сургутский район Барсово ос Белый Яр па̄влыгн ам хурумхуйплов ня̄врам то­тыгласанум. 
mns_980c2886-1b28-406d-ae4b-5a76c9bfd98d_002,2.130,7.910,ЛТ,Ма̄н округувт о̄лнэ ма̄хманув СВО ма̄т хо̄нтлын хо̄тпат мāгыс сāв нё̄тмил ань ва̄ре̄гыт.
mns_440666bf-3a02-40d8-818c-99f6e67f3573_014,53.760,59.010,ЛТ,"Тав сака са̄в рӯпитас, ам таве̄н нё̄тсум, ма̄нь ягпыгум, э̄щум ёт юн о̄лсум."
mns_4852643b-549d-4b41-9b8f-b624aac64f1b_035,130.410,133.360,ЛТ,Увщиягум Пугоры па̄выл ма̄т са­мын патсы̄г.
mns_60f76664-d5fb-45c1-9a28-56f178e825dc_058,213.470,218.220,ЛТ,"Тав ла̄ви, са̄в ёмас хурит хунь акван-аты, то̄нт суссылтап щё̄питы.    "
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_023,104.360,107.080,ГД,«Живая куль­тура традиций» нампа ва̄р­маль о̄лыс. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_002,1.800,6.610,ГД,Ма̄нь таквс э̄тпос ат щислат ня̄врамыт ханищтан хōтпат ялпыӈ хōтал ōлыс. 
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_007,19.890,22.110,ГД,Ханты-Мансийск ӯст самын патсум. 
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_032,123.850,128.780,ГД,Ху­мус ма̄хумыт ла̄вēгыт – «са̄в та̄л о̄лэн – са̄в та̄л ханищтахтэн». 
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_027,107.300,111.110,ГД,Ам щāнюм ос āщум ханты ла̄тӈыл ёмащакв потыртэ̄г. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_021,63.460,65.320,ГД,Ам хӯрум класс ёт рӯпитэ̄юм. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_037,107.500,110.710,ГД,Мощēртын ща̄нь-а̄щит ёт сапра̄ние ēмты.
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_012,57.480,61.270,ГД,"Ам на̄нан янытлыянум, пӯмащипа ла̄тыӈ ла̄вēюм. "
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_032,133.820,135.920,ГД,Ань ха­нищ­тапыт суссылтэ̄юм.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_060,179.190,181.560,ГД,О̄выл щёс кос хо̄т та̄р­витаӈ рӯпитаӈкв. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_026,76.420,81.040,ГД,Ханищтан ва̄рмалюмт ва̄т нупыл хӯрум щё̄с ка̄сыӈ са̄т о̄ньщēгум. 
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_016,72.310,75.120,ГД,Тувыл режисерский курсыт ханищтахтасум.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_020,60.980,63.440,ГД,Манса̄вит рӯпат щё̄с о̄ньщēгын?
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_049,194.000,197.550,ГД,Ос «Увас хус» студенческий ва̄рмалин патхатсум. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_048,144.250,146.410,ГД,Хумус ханищтан нэ̄т ёт рӯпитэ̄йн?
mns_d75ef925-709f-4a33-9f1a-046a659a4077_028,83.720,86.660,ГД,Тувыл хумус та̄рвитаӈ ва̄рмаль ёт рӯпитасын?
mns_d75ef925-709f-4a33-9f1a-046a659a4077_006,18.900,21.270,ГД,Ам Восыӈтӯр па̄влыныл о̄лэ̄гум. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_019,58.690,60.950,ГД,Мансāвит хо̄тпат классыт о̄лы? 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_039,113.840,116.060,ГД,Классыт ня̄врамыт ла̄тыӈ хӯнтлэ̄гыт?
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_029,116.960,119.120,ГД,Ам ос э̄щ  о̄ньщēгум.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_025,74.350,76.400,ГД,Та̄н са̄в номт о̄ньщēгыт. 
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_030,126.850,129.730,ГД,Ма̄ньлат хо̄тпат ю̄схатуӈкве ха­нищтыянум. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_013,39.780,42.170,ГД,Тувыл Ягрим па̄вылн ёхтасум.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_008,23.490,25.950,ГД,"Хорамаӈ ма̄, са̄в пил о̄лы. "
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_016,76.360,81.920,ГД,Китыт местал «Проф­сила» командан майвес ос хӯрмит «Прекрасный Октябрь». 
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_013,61.280,67.900,ГД,Ма̄ньлат хо̄тпат ма̄гыс  «Молодость-кит со̄тыра ва̄т нупыл ат» нампа ва̄рмаль о̄лыс. 
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_036,147.610,148.410,ГД,Тав ла̄выс.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_017,52.530,56.510,ГД,"Амки пӯ­мащлэ̄гум ловиньтаӈкв, таима̄гыс ня̄врамыт ха­нищтаӈкв патсум."
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_031,129.770,133.380,ГД,Тыг Сургут­ский районныл Лянтор ӯсныл ёхтасум. 
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_017,82.280,84.910,ГД,Та̄н пуссын ёмащакв янытлавēсыт.
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_008,44.020,45.340,ГД,Тав тащир ла̄выс.
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_046,184.280,187.510,ГД,Тыт ам са̄в ёмас ма̄хум ёт ва̄йхатуӈкв патсум.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_045,134.890,137.750,ГД,Тувыл «Кросс нации» ва̄р­малит ха̄йтыг­тасӯв. 
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_030,119.160,120.460,ГД,Тав ат потырты. 
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_035,134.640,135.670,ГД,Паща о̄лэ̄н! 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_051,151.150,153.750,ГД,Тыт ишколат рӯ­пи­тан хо̄тпат ёмасы.
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_033,135.970,138.900,ГД,Тыхо̄тал ня̄врамыт ёт фене­чка ва̄рēв. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_009,25.960,28.660,ГД,Ишколат аквхуйплов класс холтсум.
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_011,53.740,57.180,ГД,Па̄влыт ос ӯсыт э̄лаль са̄вмалтаӈкве нё̄тэ̄гыт.
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_029,124.380,126.850,ГД,Ам ня̄врамыт ханищтан нэ̄г рӯпитэ̄гум. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_047,141.360,144.240,ГД,Ишколат ма̄ньлат ханищтан нэ̄т о̄лэ̄й?
mns_d75ef925-709f-4a33-9f1a-046a659a4077_011,34.720,37.020,ГД,Специальнос­тюм этнофилология ла̄­ваве.
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_021,95.470,98.760,ГД,Та кастыл са̄всыр конкурсыт ēмталасыт. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_022,65.350,68.190,ГД,"Кит ат классыг, тувыл акв са̄тыт класс. "
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_048,190.770,193.890,ГД,Ам са̄в юрт а̄гит ёт потыртаӈкв патсум.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_044,131.100,134.880,ГД,Мо̄л­тал пла­катыт яныг хо̄тал ма̄гыс по̄слысӯв.
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_002,1.830,13.800,ГД,"Россия янытыл ос мо̄т хо̄н ма̄ныл ма̄ньлат ма̄хумыт яныг хорамыӈ колыт ӯнттын хо̄тпат, по̄слаӈкве ха̄снэ э̄лмхо̄ласыт, та̄нки олн сэ̄лнэ хо̄тпат ма̄гыс ва̄рмаль о̄лыс."
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_002,3.270,11.040,ГД,Сӯкыр э̄тпос Санкт-Петербург ӯст Герцен нампа институтна о̄выл щёс ма̄хумыт ханищтахтуӈкве ёхтасыт.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_024,71.690,74.330,ГД,Тот ва̄т нупыл хӯрум ня̄врам о̄ньщēгум. 
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_014,68.150,73.190,ГД,Югра ма̄­ныл яныгса̄т акв ма̄ньлат хо̄тпа халанылт кассыт.
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_023,89.670,93.140,ГД,Казым па̄вылт ишколат онтолов класс холтсум. 
mns_d75ef925-709f-4a33-9f1a-046a659a4077_029,86.680,90.530,ГД,"Ам ущты рӯпитаӈкв патсум, таима̄гыс та̄рви­таӈ о̄лыс. "
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_010,29.070,32.410,ГД,Ма̄нь пора та̄гыл пēс ва̄рмалит пӯмащлэ̄юм. 
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_050,197.880,199.320,ГД,"А̄нумн тыт са­ка ёмас!
"
mns_d75ef925-709f-4a33-9f1a-046a659a4077_035,99.690,103.610,ГД,"Тот группа о̄ньщēв, хо̄т ро̄ви ля̄хха­лыт кēтуӈкв ос потыр­таӈкв. "
mns_d75ef925-709f-4a33-9f1a-046a659a4077_062,184.270,187.410,ГД,Мария Леонидовна ял­пыӈ хо̄талыл янытлылум. 
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_005,23.960,26.220,ГД,Тув ат со̄тыркем хо̄тпат ялсыт. 
mns_f200f116-5d2a-42d9-bb8c-9204dbcd0362_043,169.000,173.010,ГД,Ос «Изум­руд» нампа школьный олимпиадат но̄х-патсум.
mns_d168849d-d7c0-4256-b9ce-f807ed00c58c_024,107.090,110.880,ГД, Тот по̄слаӈ­кве ха̄снэ э̄лум­хо̄ласыт по̄слым ху­рит суссыл­тас.
mns_d75ef925-709f-4a33-9f1a-046a659a4077_050,148.930,151.130,ГД,Тав биология ва̄рмалит рӯ­питы. 
